16   2
 2.0  -10.420  -50.000  -50.000  -50.000
 2.1  -10.480  -50.000  -50.000  -50.000
 2.2  -10.480  -50.000  -50.000  -50.000
 2.3  -10.597  -50.000  -50.000  -50.000
 2.4  -10.654  -50.000  -50.000  -50.000
 2.5  -10.708  -50.000  -50.000  -50.000
 2.6  -10.757  -50.000  -50.000  -50.000
 2.7  -10.807  -50.000  -50.000  -50.000
 2.8  -10.807  -50.000  -50.000  -50.000
 2.9  -10.903  -50.000  -50.000  -50.000
 3.0  -10.955  -50.000  -50.000  -50.000
 3.1  -11.008  -50.000  -50.000  -50.000
 3.2  -11.062  -50.000  -50.000  -50.000
 3.3  -11.116  -50.000  -50.000  -50.000
 3.4  -11.170  -50.000  -50.000  -50.000
 3.5  -11.223  -45.070  -50.000  -50.000
 3.6  -11.276  -37.352  -50.000  -50.000
 3.7  -11.327  -31.213  -50.000  -50.000
 3.8  -11.377  -26.328  -50.000  -50.000
 3.9  -11.424  -22.440  -50.000  -50.000
 4.0  -11.424  -19.343  -50.000  -50.000
 4.1  -11.509  -16.874  -50.000  -50.000
 4.2  -11.533  -14.901  -50.000  -50.000
 4.3  -11.516  -13.318  -50.000  -50.000
 4.4  -11.410  -12.034  -50.000  -50.000
 4.5  -11.198  -11.114  -50.000  -50.000
 4.6  -10.943  -10.311  -50.000  -50.000
 4.7  -10.717   -9.678  -50.000  -50.000
 4.8  -10.542   -9.178  -50.000  -50.000
 4.9  -10.542   -8.782  -50.000  -50.000
 5.0  -10.354   -8.465  -50.000  -50.000
 5.1  -10.327   -8.212  -50.000  -50.000
 5.2  -10.335   -8.008  -50.000  -50.000
 5.3  -10.373   -7.828  -50.000  -50.000
 5.4  -10.432   -7.703  -50.000  -50.000
 5.5  -10.510   -7.605  -50.000  -50.000
 5.6  -10.602   -7.525  -50.000  -50.000
 5.7  -10.708   -7.458  -50.000  -50.000
 5.8  -10.821   -7.405  -50.000  -50.000
 5.9  -10.939   -7.363  -50.000  -50.000
 6.0  -11.068   -7.332  -50.000  -50.000
