16   4
 2.0   -8.575  -50.000   -7.817  -50.000
 2.1   -8.734  -50.000   -7.820  -50.000
 2.2   -8.875  -50.000   -7.824  -50.000
 2.3   -8.999  -50.000   -7.830  -50.000
 2.4   -9.108  -50.000   -7.837  -50.000
 2.5   -9.204  -50.000   -7.845  -50.000
 2.6   -9.290  -50.000   -7.856  -50.000
 2.7   -9.367  -50.000   -7.868  -50.000
 2.8   -9.438  -50.000   -7.884  -50.000
 2.9   -9.505  -50.000   -7.902  -50.000
 3.0   -9.567  -50.000   -7.924  -50.000
 3.1   -9.627  -50.000   -7.950  -50.000
 3.2   -9.685  -50.000   -7.979  -50.000
 3.3   -9.742  -50.000   -8.011  -50.000
 3.4   -9.796  -50.000   -8.044  -50.000
 3.5   -9.850  -50.000   -8.076  -50.000
 3.6   -9.902  -50.000   -8.104  -50.000
 3.7   -9.954  -50.000   -8.126  -50.000
 3.8  -10.004  -46.322   -8.141  -50.000
 3.9  -10.053  -38.504   -8.150  -50.000
 4.0  -10.101  -32.285   -8.153  -50.000
 4.1  -10.147  -27.337   -8.155  -50.000
 4.2  -10.192  -23.398   -8.155  -50.000
 4.3  -10.231  -20.261   -8.155  -50.000
 4.4  -10.235  -17.759   -8.155  -50.000
 4.5  -10.000  -15.757   -8.155  -50.000
 4.6   -9.960  -14.146   -8.155  -50.000
 4.7   -9.889  -12.837   -8.155  -50.000
 4.8   -9.954  -11.881   -8.155  -50.000
 4.9   -9.886  -11.061   -8.155  -50.000
 5.0   -9.847  -10.404   -8.155  -50.000
 5.1   -9.847   -9.884   -8.155  -50.000
 5.2   -9.878   -9.472   -8.155  -50.000
 5.3   -9.928   -9.143   -8.155  -50.000
 5.4   -9.998   -8.879   -8.155  -50.000
 5.5  -10.088   -8.665   -8.155  -50.000
 5.6  -10.188   -8.477   -8.155  -50.000
 5.7  -10.297   -8.336   -8.155  -50.000
 5.8  -10.417   -8.227   -8.155  -50.000
 5.9  -10.537   -8.134   -8.155  -50.000
 6.0  -10.676   -8.057   -8.155  -50.000
