10 11 0
 1.0  -23.1618
 1.1  -23.1235
 1.2  -23.0851
 1.3  -23.0467
 1.4  -23.0083
 1.5  -22.9699
 1.6  -22.9314
 1.7  -22.8929
 1.8  -22.8544
 1.9  -22.8158
 2.0  -22.7772
 2.1  -22.7386
 2.2  -22.6999
 2.3  -22.6612
 2.4  -22.6224
 2.5  -22.5836
 2.6  -22.5448
 2.7  -22.5060
 2.8  -22.4670
 2.9  -22.4281
 3.0  -22.3891
 3.1  -22.3500
 3.2  -22.3110
 3.3  -22.2724
 3.4  -22.2339
 3.5  -22.1960
 3.6  -22.1580
 3.7  -22.1207
 3.8  -22.0833
 3.9  -22.0467
 4.0  -22.0100
 4.1  -21.9741
 4.2  -21.9381
 4.3  -21.9030
 4.4  -21.8678
 4.5  -21.8337
 4.6  -21.7995
 4.7  -21.7663
 4.8  -21.7330
 4.9  -21.7008
 5.0  -21.6683
 5.1  -21.6373
 5.2  -21.6058
 5.3  -21.5760
 5.4  -21.5458
 5.5  -21.5171
 5.6  -21.4879
 5.7  -21.4603
 5.8  -21.4319
 5.9  -21.4051
 6.0  -21.3771
 6.1  -21.3506
 6.2  -21.3225
 6.3  -21.2956
 6.4  -21.2668
 6.5  -21.2386
 6.6  -21.2082
 6.7  -21.1781
 6.8  -21.1455
 6.9  -21.1130
 7.0  -21.0779
 7.1  -21.0427
 7.2  -21.0052
 7.3  -20.9679
 7.4  -20.9285
 7.5  -20.8892
 7.6  -20.8482
 7.7  -20.8077
 7.8  -20.7659
 7.9  -20.7247
 8.0  -20.6825
 8.1  -20.6406
 8.2  -20.5980
 8.3  -20.5557
 8.4  -20.5128
 8.5  -20.4701
 8.6  -20.4271
 8.7  -20.3835
 8.8  -20.3396
 8.9  -20.2954
 9.0  -20.2511
