#2 1 1
    0.10000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.11000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.12000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.13000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.14000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.15000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.16000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.17000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.18000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.19000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.20000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.21000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.22000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.23000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.24000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.25000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.26000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.27000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.28000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.29000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.30000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.31000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.32000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
    0.33000E+01  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02  -0.50000E+02
