#1 1 0
    0.10000E+01  -0.50000E+02
    0.11000E+01  -0.50000E+02
    0.12000E+01  -0.50000E+02
    0.13000E+01  -0.50000E+02
    0.14000E+01  -0.50000E+02
    0.15000E+01  -0.50000E+02
    0.16000E+01  -0.50000E+02
    0.17000E+01  -0.50000E+02
    0.18000E+01  -0.50000E+02
    0.19000E+01  -0.50000E+02
    0.20000E+01  -0.50000E+02
    0.21000E+01  -0.50000E+02
    0.22000E+01  -0.50000E+02
    0.23000E+01  -0.50000E+02
    0.24000E+01  -0.50000E+02
    0.25000E+01  -0.50000E+02
    0.26000E+01  -0.50000E+02
    0.27000E+01  -0.50000E+02
    0.28000E+01  -0.50000E+02
    0.29000E+01  -0.50000E+02
    0.30000E+01  -0.50000E+02
    0.31000E+01  -0.50000E+02
    0.32000E+01  -0.50000E+02
    0.33000E+01  -0.43852E+02
    0.34000E+01  -0.38577E+02
    0.35000E+01  -0.34391E+02
    0.36000E+01  -0.31070E+02
    0.37000E+01  -0.28436E+02
    0.38000E+01  -0.26346E+02
    0.39000E+01  -0.24688E+02
    0.40000E+01  -0.23372E+02
    0.41000E+01  -0.22326E+02
    0.42000E+01  -0.21495E+02
    0.43000E+01  -0.20835E+02
    0.44000E+01  -0.20313E+02
    0.45000E+01  -0.19899E+02
    0.46000E+01  -0.19567E+02
    0.47000E+01  -0.19300E+02
    0.48000E+01  -0.19087E+02
    0.49000E+01  -0.18918E+02
    0.50000E+01  -0.18784E+02
    0.51000E+01  -0.18681E+02
    0.52000E+01  -0.18607E+02
    0.53000E+01  -0.18558E+02
    0.54000E+01  -0.18533E+02
    0.55000E+01  -0.18525E+02
    0.56000E+01  -0.18526E+02
    0.57000E+01  -0.18534E+02
    0.58000E+01  -0.18548E+02
    0.59000E+01  -0.18565E+02
    0.60000E+01  -0.18586E+02
    0.61000E+01  -0.18609E+02
    0.62000E+01  -0.18634E+02
    0.63000E+01  -0.18661E+02
    0.64000E+01  -0.18689E+02
    0.65000E+01  -0.18717E+02
    0.66000E+01  -0.18747E+02
    0.67000E+01  -0.18777E+02
    0.68000E+01  -0.18807E+02
    0.69000E+01  -0.18838E+02
    0.70000E+01  -0.18869E+02
    0.71000E+01  -0.18900E+02
    0.72000E+01  -0.18931E+02
    0.73000E+01  -0.18962E+02
    0.74000E+01  -0.18993E+02
    0.75000E+01  -0.19024E+02
    0.76000E+01  -0.19055E+02
    0.77000E+01  -0.19086E+02
    0.78000E+01  -0.19117E+02
    0.79000E+01  -0.19148E+02
    0.80000E+01  -0.19179E+02
    0.81000E+01  -0.19210E+02
    0.82000E+01  -0.19240E+02
    0.83000E+01  -0.19271E+02
    0.84000E+01  -0.19302E+02
    0.85000E+01  -0.19332E+02
    0.86000E+01  -0.19363E+02
    0.87000E+01  -0.19394E+02
    0.88000E+01  -0.19424E+02
    0.89000E+01  -0.19455E+02
    0.90000E+01  -0.19485E+02
