16   1
 2.0  -11.127  -50.000  -50.000   -9.000
 2.1  -11.190  -50.000  -50.000   -9.000
 2.2  -11.253  -50.000  -50.000   -9.000
 2.3  -11.316  -50.000  -50.000   -9.000
 2.4  -11.379  -50.000  -50.000   -9.000
 2.5  -11.442  -50.000  -50.000   -9.000
 2.6  -11.505  -50.000  -50.000   -9.000
 2.7  -11.568  -50.000  -50.000   -9.000
 2.8  -11.631  -50.000  -50.000   -9.000
 2.9  -11.694  -50.000  -50.000   -9.000
 3.0  -11.755  -50.000  -50.000   -9.000
 3.1  -11.815  -49.574  -50.000   -9.000
 3.2  -11.872  -40.960  -50.000   -9.000
 3.3  -11.926  -34.109  -50.000   -9.000
 3.4  -11.977  -28.657  -50.000   -9.000
 3.5  -12.027  -24.317  -50.000   -9.000
 3.6  -12.076  -20.859  -50.000   -9.000
 3.7  -12.124  -18.100  -50.000   -9.000
 3.8  -12.172  -15.894  -50.000   -9.000
 3.9  -12.219  -14.120  -50.000   -9.000
 4.0  -12.264  -12.680  -50.000   -9.000
 4.1  -12.307  -11.667  -50.000   -9.000
 4.2  -12.348  -10.736  -50.000   -9.000
 4.3  -12.385  -10.011  -50.000   -9.000
 4.4  -12.415   -9.437  -50.000   -9.000
 4.5  -11.728   -8.975  -50.000   -9.000
 4.6  -11.482   -8.595  -50.000   -9.000
 4.7  -11.282   -8.277  -50.000   -9.000
 4.8  -11.152   -8.009  -50.000   -9.000
 4.9  -11.064   -7.780  -50.000   -9.000
 5.0  -11.016   -7.573  -50.000   -9.000
 5.1  -11.016   -7.423  -50.000   -9.000
 5.2  -11.037   -7.289  -50.000   -9.000
 5.3  -11.087   -7.179  -50.000   -9.000
 5.4  -11.157   -7.085  -50.000   -9.000
 5.5  -11.246   -7.005  -50.000   -9.000
 5.6  -11.346   -6.939  -50.000   -9.000
 5.7  -11.456   -6.884  -50.000   -9.000
 5.8  -11.575   -6.841  -50.000   -9.000
 5.9  -11.694   -6.806  -50.000   -9.000
 6.0  -11.823   -6.781  -50.000   -9.000
